Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case;НормализованноеНазвание
EDTA, Disodium Salt, Dihydrate;CAS RN 6381-92-6. Formula Weight: 372.24. OmniPur, 99.0% min. DNase, RNase, Protease None detected. Heavy Metals (Pb) 0.0005% max. Loss on drying 9.0-10.0%. A280 (0.1M, H2O) 0.02 max. A260 (0.1M, H2O) 0.2 max. Phosphatase: None detected. For Molecular Biology. 250g;EM-4010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-4010;$135.51;Цена для Case не найдена;edta, disodium salt, dihydrate
EDTA, Disodium Salt, Dihydrate, Molecular Biology Grade;100gm. Ethylenediaminetetraacetic Acid, 2Na. White crystalline solid. Hygroscopic Contaminants: DNases, proteases, RNases: none detected. RTECS AH4410000, CAS 6381-92-6.;80502-380;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80502-380;$80.44;Цена для Case не найдена;edta, disodium salt, dihydrate, molecular biology grade
EDTA, Disodium Salt, Dihydrate, Molecular Biology Grade;100gm. Ethylenediaminetetraacetic Acid, 2Na. White crystalline solid. Hygroscopic Contaminants: DNases, proteases, RNases: none detected. RTECS AH4410000, CAS 6381-92-6.;80502-380;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80502-380;$80.44;Цена для Case не найдена;edta, disodium salt, dihydrate, molecular biology grade
EDTA, Disodium Salt, Dihydrate, Molecular Biology Grade;1 KG. Ethylenediaminetetraacetic Acid, 2Na. White crystalline solid. Hygroscopic Contaminants: DNases, proteases, RNases: none detected. RTECS AH4410000, CAS 6381-92-6.;80502-382;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80502-382;$350.71;Цена для Case не найдена;edta, disodium salt, dihydrate, molecular biology grade
EDTA, Tetrasodium;(Ethylenediaminetetraacetic acid, sodium). White solid. Purity: >99% by titration. Soluble in H2O. RTECS AH5075000, CAS 64-02-8, M.W. 380.2. WARNING! Harmful. LD50 of <= 2000 mg/kg. May be carcinogenic/teratogenic.;80058-078;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80058-078;$140.34;Цена для Case не найдена;edta, tetrasodium
Elbow Adapter;For use with EM-CX2284-6 (Cyclohexane). Septum cap allows for the removal of solvent under nitrogen atmosphere.;EM-692004-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-692004-2;$83.38;Цена для Case не найдена;elbow adapter
Emparta 2-Propanol for Analysis;2-PROPANOL FOR ANALYSIS E (4L);EM1.07022.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07022.4000;$263.00;$1,049.00;emparta 2-propanol for analysis
Emparta 2-Propanol for Analysis 2.5L;Grade ACS , Cas Number 67-63-0;EM1.07022.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07022.2511;$144.00;$551.00;emparta 2-propanol for analysis 2.5l
Emparta 2-Propanol for Analysis 25L;Grade ACS ,Cas Number 67-63-0;EM1.07022.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07022.9026;$888.00;Цена для Case не найдена;emparta 2-propanol for analysis 25l
Emparta Acetone for Analysis;ACETONE FOR ANALYSIS EMPA (4L);EM1.07021.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07021.4000;$264.00;Цена для Case не найдена;emparta acetone for analysis
Emparta Acetone for Analysis 2.5L;Grade ACS , Cas Number 67-64-1;EM1.07021.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07021.2511;$161.00;$612.00;emparta acetone for analysis 2.5l
Emparta Chloroform for Analysis 2.5L;Grade ACS , Cas Number 67-66-3;EM1.07024.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07024.2500;$168.00;$664.00;emparta chloroform for analysis 2.5l
Emparta Chloroform for Analysis 2.5L;Grade ACS , Cas Number 67-66-3;EM1.07024.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07024.2500;$168.00;$664.00;emparta chloroform for analysis 2.5l
Emparta Dichloromethane for Analysis;DICHLOROMETHANE FOR ANAL (10L);EM1.07020.6010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07020.6010;$388.00;Цена для Case не найдена;emparta dichloromethane for analysis
Emparta Dichloromethane for Analysis 2.5L;Grade ACS , Cas Number 75-09-2;EM1.07020.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07020.2500;$120.00;$473.00;emparta dichloromethane for analysis 2.5l
Emparta Ethanol Absolute for Analysis;ETHANOL ABSOLUTE FOR ANAL (4L);EM1.07017.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07017.4000;$385.00;$1,512.00;emparta ethanol absolute for analysis
Emparta Ethanol Absolute for Analysis 2.5L;Grade ACS , Cas Number - 64-17-5;EM1.07017.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07017.2511;$219.00;$856.00;emparta ethanol absolute for analysis 2.5l
Emparta Ethanol Absolute for Analysis 25L;Grade ACS , Cas Number - 64-17-5;EM1.07017.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07017.9026;$1,385.00;Цена для Case не найдена;emparta ethanol absolute for analysis 25l
Emparta Methanol for Analysis;METHANOL FOR ANALYSIS EMP (4L);EM1.07018.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07018.4000;$171.00;Цена для Case не найдена;emparta methanol for analysis
Emparta Methanol for Analysis;Grade ACS , Cas Number 67-56-1;EM1.07018.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07018.9026;$560.00;Цена для Case не найдена;emparta methanol for analysis
Emparta Methanol for Analysis 2.5L;Grade ACS , Cas Number 67-56-1;EM1.07018.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07018.2511;$107.00;$412.00;emparta methanol for analysis 2.5l
Emparta N,N-Dimethylformamide 1L;Cas Number 68-12-2;EM1.03034.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03034.1011;$196.00;$1,122.00;emparta n,n-dimethylformamide 1l
Emparta N,N-Dimethylformamide 1L;Cas Number 68-12-2;EM1.03034.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03034.1000;$420.00;$2,496.00;emparta n,n-dimethylformamide 1l
Emparta N,N-Dimethylformamide 2.5L;Cas Number 68-12-2;EM1.03034.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03034.2500;$439.00;$1,734.00;emparta n,n-dimethylformamide 2.5l
Emparta N,N-Dimethylformamide 25L;Cas Number 68-12-2;EM1.03034.6025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03034.6025;$2,593.00;Цена для Case не найдена;emparta n,n-dimethylformamide 25l
Emparta N,N-Dimethylformamide 4L;Cas Number 68-12-2;EM1.03034.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.03034.4000;$894.00;Цена для Case не найдена;emparta n,n-dimethylformamide 4l
Emparta Tetrahydrofuran for Analysis;TETRAHYDROFURAN FOR ANALY (4L);EM1.07025.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07025.4000;$458.00;Цена для Case не найдена;emparta tetrahydrofuran for analysis
Emparta Tetrahydrofuran for Analysis 2.5L;Grade ACS , Cas Number 109-99-9;EM1.07025.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07025.2500;$292.00;$1,168.00;emparta tetrahydrofuran for analysis 2.5l
Emparta Toluene for Analysis 2.5L Glass Bottle;Grade ACS , Cas Number 108-88-3;EM1.07019.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07019.2500;$176.00;$697.00;emparta toluene for analysis 2.5l glass bottle
Emparta Toluene for Analysis 2.5L Plastic Bottle;Grade ACS , Cas Number 108-88-3;EM1.07019.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07019.2511;$296.00;$642.00;emparta toluene for analysis 2.5l plastic bottle
Emplura* Sodium hydroxide solution 5 l;Emplura* Sodium hydroxide solution, CAS Number: 1310-73-2, Concentration: >/=30%-</=50%, Grade: extra pure, pH value: 14, Boiling point: 119 deg C, Melting Point: 9 deg C, Density: 1.35 g/cm3 (20 deg C), Pack Size: 5 litre;EM1.05587.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.05587.5000;$225.00;Цена для Case не найдена;emplura* sodium hydroxide solution 5 l
Emsure Acetonitrile for Analysis Grade ACS ,Reagent pH Eur 4L;ACETONITRILE FOR ANALYSIS (4L);EM1.00003.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00003.4000;$527.00;$2,108.00;emsure acetonitrile for analysis grade acs ,reagent ph eur 4l
Emsure Di-Sodium Hydrogen Phosphate Dihydrate For Analysis;DI-SODIUM HYDROGEN PHOSPHATE D;EM1.06580.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06580.9050;$5,889.00;Цена для Case не найдена;emsure di-sodium hydrogen phosphate dihydrate for analysis
Emsure Di-Sodium Hydrogen Phosphate Dihydrate For Analysis;DI-SODIUM HYDROGEN PHOSPHATE D;EM1.06580.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06580.1000;$488.00;$2,891.00;emsure di-sodium hydrogen phosphate dihydrate for analysis
Emsure Di-Sodium Hydrogen Phosphate Dihydrate For Analysis 25kg;DI-SODIUM HYDROGEN PHOSPHATE D;EM1.06580.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06580.9025;$7,020.00;Цена для Case не найдена;emsure di-sodium hydrogen phosphate dihydrate for analysis 25kg
Emsure Di-Sodium Hydrogen Phosphate Dihydrate For Analysis 5kg;DI-SODIUM HYDROGEN PHOSPHATE D;EM1.06580.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06580.5000;$1,716.00;$6,762.00;emsure di-sodium hydrogen phosphate dihydrate for analysis 5kg
Emsure Nitric Acid 69% For Analysis;NITRIC ACID 69% GL BTL EMSURE ACS 1 L;EM1.01799.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.1000;$195.00;$1,111.00;emsure nitric acid 69% for analysis
Emsure Nitric Acid 69% For Analysis 2.5 Litre;NITRIC ACID 69% GL BTL ACS GRD 2.5L;EM1.01799.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.2500;$1,361.00;$5,134.00;emsure nitric acid 69% for analysis 2.5 litre
Emsure Nitric Acid 69% For Analysis 2.5 Litre pl.coat;NITRIC ACID 69% EMSURE ACS GRD 2.5L;EM1.01799.2510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01799.2510;$248.00;$981.00;emsure nitric acid 69% for analysis 2.5 litre pl.coat
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.1000;$404.00;$2,327.00;emsure sodium dihydrogen phosphate monohydrate for analysis
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.0500;$257.00;$1,525.00;emsure sodium dihydrogen phosphate monohydrate for analysis
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.1000;$404.00;$2,327.00;emsure sodium dihydrogen phosphate monohydrate for analysis
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.0500;$257.00;$1,525.00;emsure sodium dihydrogen phosphate monohydrate for analysis
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 25kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9025;Inquire for Price;Цена для Case не найдена;emsure sodium dihydrogen phosphate monohydrate for analysis 25kg
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 25kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9025;Inquire for Price;Цена для Case не найдена;emsure sodium dihydrogen phosphate monohydrate for analysis 25kg
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 25kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9025;Inquire for Price;Цена для Case не найдена;emsure sodium dihydrogen phosphate monohydrate for analysis 25kg
Emsure Sodium Dihydrogen Phosphate Monohydrate For Analysis 50kg;SODIUM DIHYDROGEN PHOSPHATE MO;EM1.06346.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.06346.9050;$4,233.00;Цена для Case не найдена;emsure sodium dihydrogen phosphate monohydrate for analysis 50kg
Emsure* Acetic Acid (Glacial) 100% Anhydrous;Emsure* Acetic Acid (Glacial) 100% Anhydrous, Grade: Acs,Iso,Reag. Ph Eur, Cas: 64-19-7, Formula: C2H4O2, Chemical Formula: Ch3Cooh, Size: 1L;EM1.00063.1010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1010;$114.00;Цена для Case не найдена;emsure* acetic acid (glacial) 100% anhydrous
Emsure* Acetic Acid (Glacial) 100% Anhydrous;Emsure* Acetic Acid (Glacial) 100% Anhydrous, Grade: Acs,Iso,Reag. Ph Eur, Cas: 64-19-7, Formula: C2H4O2, Chemical Formula: Ch3Cooh, Size: 500ml;EM1.00063.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.0510;$72.00;Цена для Case не найдена;emsure* acetic acid (glacial) 100% anhydrous
Emsure* Acetic Acid (Glacial) 100% Anhydrous;Emsure* Acetic Acid (Glacial) 100% Anhydrous, Grade: Acs,Iso,Reag. Ph Eur, Cas: 64-19-7, Formula: C2H4O2, Chemical Formula: Ch3Cooh, Size: 500ml;EM1.00063.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.0510;$72.00;Цена для Case не найдена;emsure* acetic acid (glacial) 100% anhydrous
Emsure* Acetic Acid (Glacial) 100% Anhydrous;Emsure* Acetic Acid (Glacial) 100% Anhydrous, Grade: Acs,Iso,Reag. Ph Eur, Cas: 64-19-7, Formula: C2H4O2, Chemical Formula: Ch3Cooh, Size: 1L;EM1.00063.1010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1010;$114.00;Цена для Case не найдена;emsure* acetic acid (glacial) 100% anhydrous
Emsure* Acetic Acid (Glacial) 100% Anhydrous;Emsure* Acetic Acid (Glacial) 100% Anhydrous, Grade: Acs,Iso,Reag. Ph Eur, Cas: 64-19-7, Formula: C2H4O2, Chemical Formula: Ch3Cooh, Size: 500ml;EM1.00063.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.0510;$72.00;Цена для Case не найдена;emsure* acetic acid (glacial) 100% anhydrous
EMSURE* Aluminium ammonium sulfate dodecahydrate for analysis 500g;ALUMINIUM AMMONIUM SULFATE DOD;EM1.01031.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01031.0500;$447.00;$5,166.00;emsure* aluminium ammonium sulfate dodecahydrate for analysis 500g
EMSURE* Aluminium ammonium sulfate dodecahydrate for analysis 500g;ALUMINIUM AMMONIUM SULFATE DOD;EM1.01031.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01031.0500;$447.00;$5,166.00;emsure* aluminium ammonium sulfate dodecahydrate for analysis 500g
EMSURE* Aluminium nitrate nonahydrate for analysis 500g;ALUMINIUM NITRATE NONAHYDRATE;EM1.01063.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01063.0500;$206.00;$1,181.00;emsure* aluminium nitrate nonahydrate for analysis 500g
EMSURE* Aluminium nitrate nonahydrate for analysis 50kg;ALUMINIUM NITRATE NONAHYDRATE;EM1.01063.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01063.9050;Inquire for Price;Цена для Case не найдена;emsure* aluminium nitrate nonahydrate for analysis 50kg
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена;emsure* ammonium acetate 12 kg
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена;emsure* ammonium acetate 12 kg
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена;emsure* ammonium acetate 12 kg
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена;emsure* ammonium acetate 12 kg
Emsure* Ammonium acetate 12 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 12 kg;EM1.01116.9012;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9012;$1,101.00;Цена для Case не найдена;emsure* ammonium acetate 12 kg
Emsure* Ammonium acetate 25 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 25 kg;EM1.01116.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9025;$4,357.00;Цена для Case не найдена;emsure* ammonium acetate 25 kg
Emsure* Ammonium acetate 25 kg;Emsure* Ammonium acetate, CAS Number: 631-61-8, Grade: ACS,Reag. Ph Eur, Chemical Formula: CH3COONH4, Molar Mass: 77.08 g/mol, Physical state: solid, Odor: weakly of acetic acid, Storage: 15 deg C to 25 deg C, Application: for analysis, Pack size: 25 kg;EM1.01116.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01116.9025;$4,357.00;Цена для Case не найдена;emsure* ammonium acetate 25 kg
